#TYPE System.Security.AccessControl.FileSystemAccessRule
".\Application Data","FileSystemRights","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags"
"I:\Usuarios\c.munt","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.munt","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.navarrot","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.navarrot","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.navarrot","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.navarrot","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.navarrot","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.nebreda","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.nebreda","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.nebreda","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.nebreda","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.nebreda","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.perez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.perez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.perez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.perez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.perez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.principeb","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.principeb","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.principeb","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.principeb","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.principeb","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.recepcion","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.recepcion","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.recepcion","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.recepcion","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.recepcion","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.requena","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.requena","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.requena","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.requena","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.requena","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.rierac","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.rierac","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.rierac","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.rierac","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.rierac","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.salom","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.salom","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.salom","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.salom","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.salom","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.soriano","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.soriano","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.soriano","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.soriano","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.soriano","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.vesseltun","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.vesseltun","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.vesseltun","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.vesseltun","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.vesseltun","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.villordo","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.villordo","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.villordo","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.villordo","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.villordo","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.zaragoza","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.zaragoza","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.zaragoza","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.zaragoza","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\c.zaragoza","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.boboc","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.boboc","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.boboc","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.boboc","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.boboc","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.gimenez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.gimenez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.gimenez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.gimenez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.gimenez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rebollo","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rebollo","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rebollo","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rebollo","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rebollo","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguezf","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguezf","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguezf","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguezf","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.rodriguezf","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.salle","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.salle","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.salle","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.salle","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.salle","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.sanchez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.sanchez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.sanchez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.sanchez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\d.sanchez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.bermudez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.bermudez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.bermudez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.bermudez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.bermudez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.boix","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.boix","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.boix","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.boix","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.boix","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.calero","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.calero","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.calero","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.calero","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.calero","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.costa","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.costa","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.costa","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.costa","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.costa","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer-sama","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer-sama","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer-sama","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer-sama","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ferrer-sama","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.galanb","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.galanb","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.galanb","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.galanb","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.galanb","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.lopezp","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.lopezp","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.lopezp","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.lopezp","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.lopezp","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.manas","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.manas","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.manas","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.manas","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.manas","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinezm","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinezm","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinezm","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinezm","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinezm","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinm","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinm","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinm","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinm","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.martinm","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moncayola","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moncayola","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moncayola","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moncayola","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moncayola","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montagut","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montagut","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montagut","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montagut","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montagut","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montero","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montero","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montero","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montero","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.montero","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moret","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moret","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moret","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moret","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.moret","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.nunez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.nunez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.nunez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.nunez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.nunez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.olivo","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.olivo","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.olivo","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.olivo","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.olivo","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.pereira","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.pereira","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.pereira","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.pereira","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.pereira","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.perello","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.perello","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.perello","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.perello","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.perello","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ramos","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ramos","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ramos","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ramos","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.ramos","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.rubio","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.rubio","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.rubio","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.rubio","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\e.rubio","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ENGLISHIMPROVEMENT","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ENGLISHIMPROVEMENT","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ENGLISHIMPROVEMENT","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ENGLISHIMPROVEMENT","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\ENGLISHIMPROVEMENT","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.cabacas","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.cabacas","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.cabacas","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.cabacas","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.cabacas","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.lopez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.lopez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.lopez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.lopez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.lopez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.ripoll","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.ripoll","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
